aqi_parameter,nh3_aqi,co_aqi,no2_aqi,o3_aqi,pm10_aqi,pm25_aqi,so2_aqi,good_l,sat_l,mod_l,poor_l,vpoor_l,sev_l,good_h,sat_h,mod_h,poor_h,vpoor_h,sev_h,n,aqi
Ammonia,16.377266,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,.25,16.377266
Ammonia,17.011835,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,.5,17.011835
Ammonia,16.916428,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,.75,16.916428
Ammonia,17.786049,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,1,17.786049
Ammonia,17.708828,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,1.25,17.708828
Ammonia,17.916727,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,1.5,17.916727
Ammonia,17.818663,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,1.75,17.818663
Ammonia,17.376514,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,2,17.376514
Ammonia,16.852289,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,2.25,16.852289
Ammonia,15.993,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,2.5,15.993
Ammonia,15.281918,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,2.75,15.281918
Ammonia,14.99029,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,3,14.99029
Ammonia,15.324846,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,3.25,15.324846
Ammonia,14.357578,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,3.5,14.357578
Ammonia,14.128294,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,3.75,14.128294
Ammonia,14.394773,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,4,14.394773
Ammonia,14.152279,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,4.25,14.152279
Ammonia,13.70725,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,4.5,13.70725
Ammonia,13.690845,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,4.75,13.690845
Ammonia,13.432676,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,5,13.432676
Ammonia,13.356796,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,5.25,13.356796
Ammonia,13.197746,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,5.5,13.197746
Ammonia,12.986458,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,5.75,12.986458
Ammonia,12.686655,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,6,12.686655
Ammonia,12.618243,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,6.25,12.618243
Ammonia,12.528619,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,6.5,12.528619
Ammonia,12.599772,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,6.75,12.599772
Ammonia,12.771076,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,7,12.771076
Ammonia,12.886234,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,7.25,12.886234
Ammonia,12.999299,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,7.5,12.999299
Ammonia,13.381159,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,7.75,13.381159
Ammonia,13.6675,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,8,13.6675
Ammonia,14.001951,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,8.25,14.001951
Ammonia,14.380679,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,8.5,14.380679
Ammonia,14.649043,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,8.75,14.649043
Ammonia,14.938272,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,9,14.938272
Ammonia,15.195562,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,9.25,15.195562
Ammonia,15.337278,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,9.5,15.337278
Ammonia,14.726346,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,9.75,14.726346
Ammonia,14.331107,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,10,14.331107
Ammonia,14.14038,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,10.25,14.14038
Ammonia,13.543987,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,10.5,13.543987
Ammonia,13.334746,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,10.75,13.334746
Ammonia,13.287208,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,11,13.287208
Ammonia,13.072204,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,11.25,13.072204
Ammonia,13.018534,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,11.5,13.018534
Ammonia,12.500267,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,11.75,12.500267
Ammonia,11.951336,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,12,11.951336
Ammonia,11.859589,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,12.25,11.859589
Ammonia,11.614054,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,12.5,11.614054
Ammonia,11.109734,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,12.75,11.109734
Ammonia,11.004351,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,13,11.004351
Ammonia,10.736646,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,13.25,10.736646
Ammonia,11.268937,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,13.5,11.268937
Ammonia,11.621938,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,13.75,11.621938
Ammonia,11.450443,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,14,11.450443
Ammonia,11.333829,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,14.25,11.333829
Ammonia,12.367211,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,14.5,12.367211
Ammonia,14.254487,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,14.75,14.254487
Ammonia,11.399399,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,15,11.399399
Ammonia,11.097438,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,15.25,11.097438
Ammonia,10.847345,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,15.5,10.847345
Ammonia,10.604012,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,15.75,10.604012
Ammonia,10.30193,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,16,10.30193
Ammonia,10.396235,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,16.25,10.396235
Ammonia,10.473988,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,16.5,10.473988
Ammonia,10.313607,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,16.75,10.313607
Ammonia,10.330513,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,17,10.330513
Ammonia,10.378333,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,17.25,10.378333
Ammonia,10.358847,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,17.5,10.358847
Ammonia,10.441563,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,17.75,10.441563
Ammonia,10.722719,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,18,10.722719
Ammonia,11.108125,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,18.25,11.108125
Ammonia,11.580317,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,18.5,11.580317
Ammonia,11.802627,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,18.75,11.802627
Ammonia,12.356646,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,19,12.356646
Ammonia,12.519656,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,19.25,12.519656
Ammonia,12.805656,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,19.5,12.805656
Ammonia,12.932187,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,19.75,12.932187
Ammonia,13.398375,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,20,13.398375
Ammonia,13.685906,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,20.25,13.685906
Ammonia,13.836698,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,20.5,13.836698
Ammonia,14.144722,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,20.75,14.144722
Ammonia,14.485401,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,21,14.485401
Ammonia,14.88,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,21.25,14.88
Ammonia,15.20784,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,21.5,15.20784
Ammonia,15.202379,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,21.75,15.202379
Ammonia,15.243374,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,22,15.243374
Ammonia,15.413059,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,22.25,15.413059
Ammonia,15.398088,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,22.5,15.398088
Ammonia,15.601824,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,22.75,15.601824
Ammonia,15.579,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,23,15.579
Ammonia,16.067118,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,23.25,16.067118
Ammonia,16.0875,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,23.5,16.0875
Ammonia,16.121012,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,23.75,16.121012
Ammonia,16.110487,,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,24,16.110487
Carbon Monoxide,,29.919409,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,.25,29.919409
Carbon Monoxide,,29.782692,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,.5,29.782692
Carbon Monoxide,,30.052734,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,.75,30.052734
Carbon Monoxide,,29.820564,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,1,29.820564
Carbon Monoxide,,32.412697,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,1.25,32.412697
Carbon Monoxide,,28.916044,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,1.5,28.916044
Carbon Monoxide,,26.882353,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,1.75,26.882353
Carbon Monoxide,,26.218309,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,2,26.218309
Carbon Monoxide,,29.352112,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,2.25,29.352112
Carbon Monoxide,,27.453333,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,2.5,27.453333
Carbon Monoxide,,26.303082,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,2.75,26.303082
Carbon Monoxide,,24.833334,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,3,24.833334
Carbon Monoxide,,27.584616,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,3.25,27.584616
Carbon Monoxide,,26.851563,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,3.5,26.851563
Carbon Monoxide,,27.952381,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,3.75,27.952381
Carbon Monoxide,,23.895523,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,4,23.895523
Carbon Monoxide,,24.434782,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,4.25,24.434782
Carbon Monoxide,,24.739437,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,4.5,24.739437
Carbon Monoxide,,24.631945,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,4.75,24.631945
Carbon Monoxide,,23.013889,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,5,23.013889
Carbon Monoxide,,24.229166,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,5.25,24.229166
Carbon Monoxide,,23.347221,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,5.5,23.347221
Carbon Monoxide,,23.547945,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,5.75,23.547945
Carbon Monoxide,,23.346666,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,6,23.346666
Carbon Monoxide,,27.82,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,6.25,27.82
Carbon Monoxide,,28.621666,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,6.5,28.621666
Carbon Monoxide,,28.921053,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,6.75,28.921053
Carbon Monoxide,,27.134375,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,7,27.134375
Carbon Monoxide,,28.676828,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,7.25,28.676828
Carbon Monoxide,,30.493977,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,7.5,30.493977
Carbon Monoxide,,32.282738,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,7.75,32.282738
Carbon Monoxide,,28.489584,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,8,28.489584
Carbon Monoxide,,30.827381,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,8.25,30.827381
Carbon Monoxide,,33.548191,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,8.5,33.548191
Carbon Monoxide,,35.548191,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,8.75,35.548191
Carbon Monoxide,,30.602409,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,9,30.602409
Carbon Monoxide,,28.670732,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,9.25,28.670732
Carbon Monoxide,,28.901234,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,9.5,28.901234
Carbon Monoxide,,29.475904,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,9.75,29.475904
Carbon Monoxide,,27.660715,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,10,27.660715
Carbon Monoxide,,28.130953,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,10.25,28.130953
Carbon Monoxide,,29.720238,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,10.5,29.720238
Carbon Monoxide,,29.761906,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,10.75,29.761906
Carbon Monoxide,,27.183641,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,11,27.183641
Carbon Monoxide,,28.222757,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,11.25,28.222757
Carbon Monoxide,,28.02564,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,11.5,28.02564
Carbon Monoxide,,27.979687,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,11.75,27.979687
Carbon Monoxide,,26.075001,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,12,26.075001
Carbon Monoxide,,29.418751,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,12.25,29.418751
Carbon Monoxide,,29.7875,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,12.5,29.7875
Carbon Monoxide,,30.396875,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,12.75,30.396875
Carbon Monoxide,,25.396341,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,13,25.396341
Carbon Monoxide,,27.231707,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,13.25,27.231707
Carbon Monoxide,,28,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,13.5,28
Carbon Monoxide,,28.823172,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,13.75,28.823172
Carbon Monoxide,,24.88125,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,14,24.88125
Carbon Monoxide,,29.919754,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,14.25,29.919754
Carbon Monoxide,,25.941359,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,14.5,25.941359
Carbon Monoxide,,25.550926,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,14.75,25.550926
Carbon Monoxide,,23.451807,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,15,23.451807
Carbon Monoxide,,23.658537,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,15.25,23.658537
Carbon Monoxide,,24.409639,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,15.5,24.409639
Carbon Monoxide,,26.620481,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,15.75,26.620481
Carbon Monoxide,,25.493902,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,16,25.493902
Carbon Monoxide,,25.20122,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,16.25,25.20122
Carbon Monoxide,,26.246914,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,16.5,26.246914
Carbon Monoxide,,28.754629,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,16.75,28.754629
Carbon Monoxide,,26.50625,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,17,26.50625
Carbon Monoxide,,27.393749,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,17.25,27.393749
Carbon Monoxide,,28.6,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,17.5,28.6
Carbon Monoxide,,29.481251,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,17.75,29.481251
Carbon Monoxide,,27.90625,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,18,27.90625
Carbon Monoxide,,29.668751,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,18.25,29.668751
Carbon Monoxide,,31.411392,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,18.5,31.411392
Carbon Monoxide,,33.626583,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,18.75,33.626583
Carbon Monoxide,,30.063292,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,19,30.063292
Carbon Monoxide,,32.575951,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,19.25,32.575951
Carbon Monoxide,,34.237179,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,19.5,34.237179
Carbon Monoxide,,34.625,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,19.75,34.625
Carbon Monoxide,,33.168751,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,20,33.168751
Carbon Monoxide,,37.851563,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,20.25,37.851563
Carbon Monoxide,,39.819443,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,20.5,39.819443
Carbon Monoxide,,40.26852,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,20.75,40.26852
Carbon Monoxide,,34.938271,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,21,34.938271
Carbon Monoxide,,38.597221,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,21.25,38.597221
Carbon Monoxide,,38.674999,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,21.5,38.674999
Carbon Monoxide,,38.471035,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,21.75,38.471035
Carbon Monoxide,,34.956326,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,22,34.956326
Carbon Monoxide,,36.330883,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,22.25,36.330883
Carbon Monoxide,,35.208824,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,22.5,35.208824
Carbon Monoxide,,33.015987,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,22.75,33.015987
Carbon Monoxide,,31.585756,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,23,31.585756
Carbon Monoxide,,34.229652,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,23.25,34.229652
Carbon Monoxide,,32.811047,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,23.5,32.811047
Carbon Monoxide,,29.982353,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,23.75,29.982353
Carbon Monoxide,,28.641565,,,,,,0,50,100,200,300,400,50,100,200,300,400,500,24,28.641565
Nitrogen Dioxide,,,44.755421,,,,,0,50,100,200,300,400,50,100,200,300,400,500,.25,44.755421
Nitrogen Dioxide,,,45.297001,,,,,0,50,100,200,300,400,50,100,200,300,400,500,.5,45.297001
Nitrogen Dioxide,,,44.962265,,,,,0,50,100,200,300,400,50,100,200,300,400,500,.75,44.962265
Nitrogen Dioxide,,,45.580605,,,,,0,50,100,200,300,400,50,100,200,300,400,500,1,45.580605
Nitrogen Dioxide,,,44.126251,,,,,0,50,100,200,300,400,50,100,200,300,400,500,1.25,44.126251
Nitrogen Dioxide,,,43.880035,,,,,0,50,100,200,300,400,50,100,200,300,400,500,1.5,43.880035
Nitrogen Dioxide,,,44.306442,,,,,0,50,100,200,300,400,50,100,200,300,400,500,1.75,44.306442
Nitrogen Dioxide,,,44.027637,,,,,0,50,100,200,300,400,50,100,200,300,400,500,2,44.027637
Nitrogen Dioxide,,,42.936077,,,,,0,50,100,200,300,400,50,100,200,300,400,500,2.25,42.936077
Nitrogen Dioxide,,,41.40477,,,,,0,50,100,200,300,400,50,100,200,300,400,500,2.5,41.40477
Nitrogen Dioxide,,,40.489967,,,,,0,50,100,200,300,400,50,100,200,300,400,500,2.75,40.489967
Nitrogen Dioxide,,,40.374001,,,,,0,50,100,200,300,400,50,100,200,300,400,500,3,40.374001
Nitrogen Dioxide,,,41.675911,,,,,0,50,100,200,300,400,50,100,200,300,400,500,3.25,41.675911
Nitrogen Dioxide,,,39.786961,,,,,0,50,100,200,300,400,50,100,200,300,400,500,3.5,39.786961
Nitrogen Dioxide,,,39.78664,,,,,0,50,100,200,300,400,50,100,200,300,400,500,3.75,39.78664
Nitrogen Dioxide,,,40.198917,,,,,0,50,100,200,300,400,50,100,200,300,400,500,4,40.198917
Nitrogen Dioxide,,,39.472248,,,,,0,50,100,200,300,400,50,100,200,300,400,500,4.25,39.472248
Nitrogen Dioxide,,,39.50243,,,,,0,50,100,200,300,400,50,100,200,300,400,500,4.5,39.50243
Nitrogen Dioxide,,,39.315067,,,,,0,50,100,200,300,400,50,100,200,300,400,500,4.75,39.315067
Nitrogen Dioxide,,,38.738049,,,,,0,50,100,200,300,400,50,100,200,300,400,500,5,38.738049
Nitrogen Dioxide,,,38.587296,,,,,0,50,100,200,300,400,50,100,200,300,400,500,5.25,38.587296
Nitrogen Dioxide,,,38.564213,,,,,0,50,100,200,300,400,50,100,200,300,400,500,5.5,38.564213
Nitrogen Dioxide,,,37.718513,,,,,0,50,100,200,300,400,50,100,200,300,400,500,5.75,37.718513
Nitrogen Dioxide,,,37.688618,,,,,0,50,100,200,300,400,50,100,200,300,400,500,6,37.688618
Nitrogen Dioxide,,,37.952991,,,,,0,50,100,200,300,400,50,100,200,300,400,500,6.25,37.952991
Nitrogen Dioxide,,,37.904358,,,,,0,50,100,200,300,400,50,100,200,300,400,500,6.5,37.904358
Nitrogen Dioxide,,,37.791866,,,,,0,50,100,200,300,400,50,100,200,300,400,500,6.75,37.791866
Nitrogen Dioxide,,,37.872841,,,,,0,50,100,200,300,400,50,100,200,300,400,500,7,37.872841
Nitrogen Dioxide,,,37.517143,,,,,0,50,100,200,300,400,50,100,200,300,400,500,7.25,37.517143
Nitrogen Dioxide,,,37.774323,,,,,0,50,100,200,300,400,50,100,200,300,400,500,7.5,37.774323
Nitrogen Dioxide,,,38.684204,,,,,0,50,100,200,300,400,50,100,200,300,400,500,7.75,38.684204
Nitrogen Dioxide,,,39.651264,,,,,0,50,100,200,300,400,50,100,200,300,400,500,8,39.651264
Nitrogen Dioxide,,,40.264,,,,,0,50,100,200,300,400,50,100,200,300,400,500,8.25,40.264
Nitrogen Dioxide,,,41.106728,,,,,0,50,100,200,300,400,50,100,200,300,400,500,8.5,41.106728
Nitrogen Dioxide,,,41.849998,,,,,0,50,100,200,300,400,50,100,200,300,400,500,8.75,41.849998
Nitrogen Dioxide,,,42.184345,,,,,0,50,100,200,300,400,50,100,200,300,400,500,9,42.184345
Nitrogen Dioxide,,,42.843555,,,,,0,50,100,200,300,400,50,100,200,300,400,500,9.25,42.843555
Nitrogen Dioxide,,,42.891327,,,,,0,50,100,200,300,400,50,100,200,300,400,500,9.5,42.891327
Nitrogen Dioxide,,,42.113487,,,,,0,50,100,200,300,400,50,100,200,300,400,500,9.75,42.113487
Nitrogen Dioxide,,,42.065884,,,,,0,50,100,200,300,400,50,100,200,300,400,500,10,42.065884
Nitrogen Dioxide,,,41.963108,,,,,0,50,100,200,300,400,50,100,200,300,400,500,10.25,41.963108
Nitrogen Dioxide,,,40.715275,,,,,0,50,100,200,300,400,50,100,200,300,400,500,10.5,40.715275
Nitrogen Dioxide,,,40.52866,,,,,0,50,100,200,300,400,50,100,200,300,400,500,10.75,40.52866
Nitrogen Dioxide,,,40.61422,,,,,0,50,100,200,300,400,50,100,200,300,400,500,11,40.61422
Nitrogen Dioxide,,,40.389492,,,,,0,50,100,200,300,400,50,100,200,300,400,500,11.25,40.389492
Nitrogen Dioxide,,,39.798397,,,,,0,50,100,200,300,400,50,100,200,300,400,500,11.5,39.798397
Nitrogen Dioxide,,,38.91048,,,,,0,50,100,200,300,400,50,100,200,300,400,500,11.75,38.91048
Nitrogen Dioxide,,,38.227795,,,,,0,50,100,200,300,400,50,100,200,300,400,500,12,38.227795
Nitrogen Dioxide,,,37.642105,,,,,0,50,100,200,300,400,50,100,200,300,400,500,12.25,37.642105
Nitrogen Dioxide,,,36.507629,,,,,0,50,100,200,300,400,50,100,200,300,400,500,12.5,36.507629
Nitrogen Dioxide,,,36.606571,,,,,0,50,100,200,300,400,50,100,200,300,400,500,12.75,36.606571
Nitrogen Dioxide,,,36.208126,,,,,0,50,100,200,300,400,50,100,200,300,400,500,13,36.208126
Nitrogen Dioxide,,,36.213261,,,,,0,50,100,200,300,400,50,100,200,300,400,500,13.25,36.213261
Nitrogen Dioxide,,,36.526688,,,,,0,50,100,200,300,400,50,100,200,300,400,500,13.5,36.526688
